상태,공고번호,등록번호
종료(반환),서울-용산-2023-00180,
종료(반환),서울-강남-2023-00113,410093300025220
종료(반환),서울-관악-2023-00216,
종료(반환),서울-동작-2023-00145,
종료(반환),서울-강북-2023-00153,
종료(반환),서울-강북-2023-00151,
종료(반환),서울-성북-2023-00132,
종료(반환),서울-성동-2023-00119,410160010932583
종료(반환),서울-중구-2023-00077,
종료(반환),서울-동작-2023-00144,
종료(반환),서울-용산-2023-00175,
종료(반환),서울-용산-2023-00174,
종료(반환),서울-용산-2023-00173,
종료(반환),서울-성북-2023-00131,
종료(반환),서울-강동-2023-00202,
종료(반환),서울-관악-2023-00214,410160020258639
종료(반환),서울-마포-2023-00255,410160020131796
종료(반환),서울-송파-2023-00222,410160012832965
종료(반환),서울-서대문-2023-00104,410093300011374
종료(반환),서울-강북-2023-00149,410160010967876
종료(반환),서울-광진-2023-00115,410160010937037
종료(반환),서울-광진-2023-00114,410093300026535
종료(반환),서울-관악-2023-00210,
종료(반환),서울-관악-2023-00209,
종료(반환),서울-은평-2023-00163,
종료(반환),서울-동작-2023-00140,
종료(반환),서울-강서-2023-00190,
종료(반환),서울-용산-2023-00172,410097800411852
종료(반환),서울-마포-2023-00252,
종료(반환),서울-서초-2023-00123,410160011867142
종료(반환),서울-강남-2023-00110,
종료(반환),서울-구로-2023-00131,
종료(반환),서울-노원-2023-00138,
종료(반환),서울-용산-2023-00171,
종료(반환),서울-성북-2023-00126,410097800125082
종료(반환),서울-서초-2023-00122,410100013262777
종료(반환),서울-중랑-2023-00168,410160010426883
종료(반환),서울-종로-2023-00108,
종료(반환),서울-중랑-2023-00166,410100008080105
종료(반환),서울-강남-2023-00107,
종료(반환),서울-중랑-2023-00165,410093300030415
종료(반환),서울-강남-2023-00106,
종료(반환),서울-양천-2023-00145,410100012487879
종료(반환),서울-동대문-2023-00154,410160020121097
종료(반환),서울-광진-2023-00107,
종료(반환),서울-구로-2023-00126,410160010343691
종료(반환),서울-송파-2023-00220,
종료(반환),서울-강남-2023-00104,
종료(반환),서울-광진-2023-00106,
종료(반환),서울-동작-2023-00136,
종료(반환),서울-용산-2023-00169,
종료(반환),서울-강북-2023-00144,410100008094264
종료(반환),서울-중랑-2023-00163,
종료(반환),서울-용산-2023-00168,
종료(반환),서울-관악-2023-00196,410160020258639
종료(반환),서울-강서-2023-00185,
종료(반환),서울-용산-2023-00166,
종료(반환),서울-마포-2023-00204,
종료(반환),서울-중랑-2023-00160,410100008269683
종료(반환),서울-성동-2023-00107,
종료(반환),서울-성동-2023-00106,
종료(반환),서울-관악-2023-00194,
종료(반환),서울-용산-2023-00163,
종료(반환),서울-서대문-2023-00095,
종료(반환),서울-성북-2023-00122,
종료(반환),서울-종로-2023-00105,410097800256462
종료(반환),서울-영등포-2023-00103,
종료(반환),서울-강서-2023-00181,
종료(반환),서울-은평-2023-00158,
종료(반환),서울-성북-2023-00121,
종료(반환),서울-용산-2023-00162,410160010269029
종료(반환),서울-강남-2023-00103,
종료(반환),서울-강서-2023-00179,
종료(반환),서울-도봉-2023-00128,410100012331669
종료(반환),서울-강남-2023-00102,
종료(반환),서울-양천-2023-00142,
종료(반환),서울-노원-2023-00135,
종료(반환),서울-동대문-2023-00152,410097800259115
종료(반환),서울-종로-2023-00101,
종료(반환),서울-서초-2023-00111,
종료(반환),서울-관악-2023-00192,410160010936298
종료(반환),서울-구로-2023-00121,
종료(반환),서울-양천-2023-00141,410160011863707
종료(반환),서울-성북-2023-00119,410160011888913
종료(반환),서울-영등포-2023-00102,
종료(반환),서울-금천-2023-00132,
종료(반환),서울-마포-2023-00193,
종료(반환),서울-서대문-2023-00090,410093300011374
종료(반환),서울-은평-2023-00155,410097800021371
종료(반환),서울-동대문-2023-00149,
종료(반환),서울-영등포-2023-00101,410100012759318
종료(반환),서울-강서-2023-00178,
종료(반환),서울-노원-2023-00133,410160020314215
종료(반환),서울-은평-2023-00150,410160010968741
종료(반환),서울-은평-2023-00149,
종료(반환),서울-도봉-2023-00123,
종료(반환),서울-성북-2023-00118,
종료(반환),서울-성북-2023-00117,410160020128654
종료(반환),서울-성동-2023-00081,410097800370164
종료(반환),서울-동작-2023-00124,
종료(반환),서울-양천-2023-00139,
종료(반환),서울-도봉-2023-00122,410160011866182
종료(반환),서울-광진-2023-00101,
종료(반환),서울-관악-2023-00190,
종료(반환),서울-도봉-2023-00121,410097800137877
종료(반환),서울-관악-2023-00191,410097800135268
종료(반환),서울-구로-2023-00119,410160020126894
종료(반환),서울-강동-2023-00194,
종료(반환),서울-관악-2023-00188,
종료(반환),서울-송파-2023-00212,410100012665053
종료(반환),서울-강북-2023-00140,410097800326239
종료(반환),서울-강동-2023-00193,
종료(반환),서울-서초-2023-00106,
종료(반환),서울-구로-2023-00118,410093300005332
종료(반환),서울-관악-2023-00185,410100008130916
종료(반환),서울-도봉-2023-00119,
종료(반환),서울-노원-2023-00131,410160011872634
종료(반환),서울-은평-2023-00146,
종료(반환),서울-강동-2023-00190,410100081167009
종료(반환),서울-송파-2023-00210,410100012327010
종료(반환),서울-양천-2023-00137,
종료(반환),서울-동대문-2023-00144,410160020121363
종료(반환),서울-동작-2023-00121,
종료(반환),서울-은평-2023-00145,
종료(반환),서울-송파-2023-00209,
종료(반환),서울-동작-2023-00119,
종료(반환),서울-금천-2023-00126,
종료(반환),서울-금천-2023-00125,
종료(반환),서울-양천-2023-00135,
종료(반환),서울-도봉-2023-00113,
종료(반환),서울-양천-2023-00134,
종료(반환),서울-관악-2023-00177,410100008266772
종료(반환),서울-구로-2023-00116,
종료(반환),서울-성동-2023-00077,
종료(반환),서울-마포-2023-00188,
종료(반환),서울-용산-2023-00155,410100012952523
종료(반환),서울-관악-2023-00175,
종료(반환),서울-동작-2023-00117,
종료(반환),서울-강북-2023-00136,
종료(반환),서울-용산-2023-00151,410097800405555
종료(반환),서울-종로-2023-00097,
종료(반환),서울-관악-2023-00174,410097800110671
종료(반환),서울-강남-2023-00099,
종료(반환),서울-구로-2023-00114,
종료(반환),서울-중구-2023-00065,410100012300351
종료(반환),서울-용산-2023-00150,410097800086117
종료(반환),서울-송파-2023-00204,
종료(반환),서울-송파-2023-00203,410100012717369
종료(반환),서울-동작-2023-00116,410097800383227
종료(반환),서울-영등포-2023-00096,
종료(반환),서울-도봉-2023-00108,
종료(반환),서울-관악-2023-00173,410160010423902
종료(반환),서울-구로-2023-00113,410100004510678
종료(반환),서울-마포-2023-00184,
종료(반환),서울-송파-2023-00199,
종료(반환),서울-구로-2023-00107,
종료(반환),서울-용산-2023-00147,
종료(반환),서울-강동-2023-00180,410097800467122
종료(반환),서울-성북-2023-00106,410100012272136
종료(반환),서울-송파-2023-00197,
종료(반환),서울-동대문-2023-00132,410160010932634
종료(반환),서울-동대문-2023-00131,
종료(반환),서울-영등포-2023-00089,410160010764982
종료(반환),서울-중랑-2023-00147,
종료(반환),서울-구로-2023-00106,410097800412753
종료(반환),서울-도봉-2023-00105,
종료(반환),서울-은평-2023-00136,
종료(반환),서울-중랑-2023-00145,
종료(반환),서울-영등포-2023-00088,410100009975989
종료(반환),서울-강동-2023-00176,
종료(반환),서울-강동-2023-00173,
종료(반환),서울-송파-2023-00192,
종료(반환),서울-양천-2023-00127,992001001201188
종료(반환),서울-중구-2023-00059,
종료(반환),서울-동작-2023-00108,410100013036639
종료(반환),서울-서대문-2023-00078,410100004108079
종료(반환),서울-노원-2023-00120,410100012827551
종료(반환),서울-구로-2023-00104,
종료(반환),서울-은평-2023-00132,410160011871119
종료(반환),서울-강북-2023-00132,410097800136300
종료(반환),서울-중랑-2023-00144,410093300030085
종료(반환),서울-동대문-2023-00130,
종료(반환),서울-중구-2023-00058,
종료(반환),서울-관악-2023-00166,410100008302188
종료(반환),서울-강남-2023-00094,410097800233821
종료(반환),서울-금천-2023-00110,
종료(반환),서울-양천-2023-00125,
종료(반환),서울-금천-2023-00109,
종료(반환),서울-은평-2023-00131,
종료(반환),서울-강남-2023-00093,410160010961642
종료(반환),서울-노원-2023-00119,
종료(반환),서울-강북-2023-00129,
종료(반환),서울-성북-2023-00099,
종료(반환),서울-중랑-2023-00142,
종료(반환),서울-은평-2023-00130,
종료(반환),서울-중랑-2023-00141,
종료(반환),서울-광진-2023-00092,410097800025525
종료(반환),서울-금천-2023-00108,
종료(반환),서울-강서-2023-00163,410097800138432
종료(반환),서울-강남-2023-00092,
종료(반환),서울-강서-2023-00162,
종료(반환),서울-은평-2023-00129,
종료(반환),서울-강동-2023-00171,410100012750485
종료(반환),서울-송파-2023-00184,
종료(반환),서울-영등포-2023-00084,410160010974333
종료(반환),서울-노원-2023-00118,410100004097729
종료(반환),서울-노원-2023-00117,
종료(반환),서울-도봉-2023-00099,
종료(반환),서울-동대문-2023-00127,410100012252476
종료(반환),서울-성북-2023-00096,410100007560326
종료(반환),서울-도봉-2023-00098,410160011868575
종료(반환),서울-도봉-2023-00097,410160011868576
종료(반환),서울-강동-2023-00166,410100012784522
종료(반환),서울-동작-2023-00098,410100012249784
종료(반환),서울-강북-2023-00126,
종료(반환),서울-용산-2023-00138,410097800057234
종료(반환),서울-동작-2023-00097,
종료(반환),서울-동작-2023-00096,
종료(반환),서울-강북-2023-00125,
종료(반환),서울-용산-2023-00135,
종료(반환),서울-구로-2023-00102,
종료(반환),서울-노원-2023-00107,
종료(반환),서울-성북-2023-00095,
종료(반환),서울-용산-2023-00132,
종료(반환),서울-마포-2023-00165,410097800363116
종료(반환),서울-중구-2023-00057,410093300026588
종료(반환),서울-금천-2023-00106,410160010966605
종료(반환),서울-금천-2023-00105,
종료(반환),서울-강북-2023-00124,
종료(반환),서울-관악-2023-00156,
종료(반환),서울-관악-2023-00154,
종료(반환),서울-관악-2023-00153,
종료(반환),서울-용산-2023-00131,410097800077356
종료(반환),서울-종로-2023-00084,410093300026813
종료(반환),서울-송파-2023-00179,410097800107832
종료(반환),서울-관악-2023-00149,
종료(반환),서울-강서-2023-00152,
종료(반환),서울-양천-2023-00119,
종료(반환),서울-용산-2023-00146,
종료(반환),서울-강서-2023-00153,
종료(반환),서울-관악-2023-00143,
종료(반환),서울-용산-2023-00129,410100012842939
종료(반환),서울-용산-2023-00128,
종료(반환),서울-은평-2023-00121,
종료(반환),서울-관악-2023-00142,
종료(반환),서울-강서-2023-00150,
종료(반환),서울-서초-2023-00086,
종료(반환),서울-용산-2023-00126,
종료(반환),서울-강서-2023-00145,
종료(반환),서울-송파-2023-00175,
종료(반환),서울-강서-2023-00144,410100004089235
종료(반환),서울-은평-2023-00118,
종료(반환),서울-종로-2023-00081,
종료(반환),서울-강동-2023-00153,
종료(반환),서울-강남-2023-00085,
종료(반환),서울-강남-2023-00084,
종료(반환),서울-강남-2023-00083,
종료(반환),서울-강서-2023-00142,
종료(반환),서울-강서-2023-00141,
종료(반환),서울-양천-2023-00112,
종료(반환),서울-노원-2023-00101,
종료(반환),서울-용산-2023-00124,
종료(반환),서울-용산-2023-00127,
종료(반환),서울-동작-2023-00091,410160010959472
종료(반환),서울-동작-2023-00090,410160010959471
종료(반환),서울-노원-2023-00099,
종료(반환),서울-동작-2023-00089,
종료(반환),서울-서대문-2023-00073,
종료(반환),서울-마포-2023-00143,
종료(반환),서울-은평-2023-00113,
종료(반환),서울-은평-2023-00112,410100012297423
종료(반환),서울-중랑-2023-00128,410097800259059
종료(반환),서울-서초-2023-00083,
종료(반환),서울-서초-2023-00082,410100012459977
종료(반환),서울-관악-2023-00137,
종료(반환),서울-광진-2023-00079,
종료(반환),서울-강서-2023-00138,
종료(반환),서울-은평-2023-00111,410160010947542
종료(반환),서울-중랑-2023-00124,
종료(반환),서울-동대문-2023-00107,410100013070199
종료(반환),서울-강남-2023-00080,
종료(반환),서울-노원-2023-00096,
종료(반환),서울-도봉-2023-00083,
종료(반환),서울-강동-2023-00151,410160010944155
종료(반환),서울-구로-2023-00094,
종료(반환),서울-서대문-2023-00070,
종료(반환),서울-도봉-2023-00081,410100012254688
종료(반환),서울-강북-2023-00114,
종료(반환),서울-동대문-2023-00106,
종료(반환),서울-종로-2023-00078,
종료(반환),서울-영등포-2023-00078,
종료(반환),서울-강서-2023-00134,
종료(반환),서울-강동-2023-00146,
종료(반환),서울-은평-2023-00107,
종료(반환),서울-동작-2023-00085,
종료(반환),서울-영등포-2023-00077,
종료(반환),서울-서초-2023-00073,410100012459977
종료(반환),서울-종로-2023-00075,
종료(반환),서울-용산-2023-00121,
종료(반환),서울-강남-2023-00079,410097800122937
종료(반환),서울-구로-2023-00092,
종료(반환),서울-성북-2023-00084,410160010961788
종료(반환),서울-성동-2023-00059,
종료(반환),서울-중구-2023-00052,
종료(반환),서울-강동-2023-00143,410160010328981
종료(반환),서울-서초-2023-00072,
종료(반환),서울-강동-2023-00141,
종료(반환),서울-강남-2023-00078,410160010255509
종료(반환),서울-마포-2023-00136,
종료(반환),서울-서대문-2023-00069,410093300004348
종료(반환),서울-양천-2023-00105,410160010943309
종료(반환),서울-강동-2023-00140,
종료(반환),서울-광진-2023-00076,
종료(반환),서울-관악-2023-00134,410100012746377
종료(반환),서울-영등포-2023-00076,410160010952013
종료(반환),서울-영등포-2023-00075,
종료(반환),서울-동대문-2023-00102,
종료(반환),서울-종로-2023-00073,
종료(반환),서울-관악-2023-00133,410100008112321
종료(반환),서울-강남-2023-00077,
종료(반환),서울-강남-2023-00076,410100013063496
종료(반환),서울-도봉-2023-00077,
종료(반환),서울-강북-2023-00110,410100012324879
종료(반환),서울-동대문-2023-00100,
종료(반환),서울-종로-2023-00071,
종료(반환),서울-강동-2023-00137,
종료(반환),서울-강동-2023-00136,410160011867778
종료(반환),서울-성북-2023-00078,
종료(반환),서울-광진-2023-00073,
종료(반환),서울-마포-2023-00131,
종료(반환),서울-마포-2023-00130,410160010937977
종료(반환),서울-관악-2023-00129,410160010417565
종료(반환),서울-관악-2023-00126,410097800311456
종료(반환),서울-양천-2023-00100,
종료(반환),서울-도봉-2023-00074,410093300027073
종료(반환),서울-도봉-2023-00073,
종료(반환),서울-중랑-2023-00119,410093300038652
종료(반환),서울-용산-2023-00108,410160010936746
종료(반환),서울-종로-2023-00066,
종료(반환),서울-용산-2023-00106,410097800249447
종료(반환),서울-용산-2023-00105,410097800249447
종료(반환),서울-용산-2023-00104,410097800249448
종료(반환),서울-강서-2023-00121,
종료(반환),서울-도봉-2023-00071,410097800348409
종료(반환),서울-강북-2023-00107,410160010945832
종료(반환),서울-서초-2023-00060,410160010968451
종료(반환),서울-금천-2023-00090,
종료(반환),서울-구로-2023-00088,410160011861645
종료(반환),서울-강서-2023-00117,410933000031582
종료(반환),서울-도봉-2023-00070,410160010954112
종료(반환),서울-관악-2023-00121,
종료(반환),서울-서초-2023-00059,
종료(반환),서울-동작-2023-00070,
종료(반환),서울-도봉-2023-00068,
종료(반환),서울-관악-2023-00120,
종료(반환),서울-동대문-2023-00097,
종료(반환),서울-강동-2023-00128,
종료(반환),서울-구로-2023-00086,
종료(반환),서울-광진-2023-00072,
종료(반환),서울-성동-2023-00048,410100012750578
종료(반환),서울-관악-2023-00119,410160010964901
종료(반환),서울-서대문-2023-00065,
종료(반환),서울-서대문-2023-00064,
종료(반환),서울-강동-2023-00124,
종료(반환),서울-송파-2023-00156,410097800114747
종료(반환),서울-관악-2023-00118,410160010425337
종료(반환),서울-구로-2023-00085,
종료(반환),서울-은평-2023-00096,
종료(반환),서울-은평-2023-00095,
종료(반환),서울-강동-2023-00123,410215005271659
종료(반환),서울-동대문-2023-00092,
종료(반환),서울-도봉-2023-00067,
종료(반환),서울-동작-2023-00069,
종료(반환),서울-광진-2023-00066,
종료(반환),서울-동대문-2023-00090,
종료(반환),서울-동대문-2023-00089,
종료(반환),서울-강남-2023-00071,
종료(반환),서울-관악-2023-00117,
종료(반환),서울-성북-2023-00073,
종료(반환),서울-강동-2023-00120,410093300002990
종료(반환),서울-중랑-2023-00111,
종료(반환),서울-강북-2023-00098,
종료(반환),서울-관악-2023-00115,410100012299148
종료(반환),서울-영등포-2023-00066,
종료(반환),서울-강서-2023-00108,
종료(반환),서울-강동-2023-00113,
종료(반환),서울-성북-2023-00071,410097800365819
종료(반환),서울-강서-2023-00107,410100008267176
종료(반환),서울-송파-2023-00150,
종료(반환),서울-구로-2023-00078,
종료(반환),서울-서대문-2023-00061,
종료(반환),서울-광진-2023-00064,
종료(반환),서울-양천-2023-00089,410160020258874
종료(반환),서울-중랑-2023-00110,
종료(반환),서울-영등포-2023-00060,410160010963849
종료(반환),서울-구로-2023-00077,
종료(반환),서울-성북-2023-00069,410093300034341
종료(반환),서울-강남-2023-00069,410093300011088
종료(반환),서울-강남-2023-00068,410093300011094
종료(반환),서울-양천-2023-00082,
종료(반환),서울-용산-2023-00092,
종료(반환),서울-동작-2023-00068,
종료(반환),서울-강서-2023-00104,
종료(반환),서울-서대문-2023-00058,
종료(반환),서울-성북-2023-00066,
종료(반환),서울-서초-2023-00051,
종료(반환),서울-영등포-2023-00058,
종료(반환),서울-강서-2023-00101,410093300036546
종료(반환),서울-서대문-2023-00057,
종료(반환),서울-양천-2023-00087,
종료(반환),서울-서초-2023-00052,
종료(반환),서울-서대문-2023-00056,
종료(반환),서울-중구-2023-00040,410097800446683
종료(반환),서울-관악-2023-00112,410160010960534
종료(반환),서울-관악-2023-00110,410100008061604
종료(반환),서울-서대문-2023-00055,
종료(반환),서울-강서-2023-00102,
종료(반환),서울-은평-2023-00087,410160010974421
종료(반환),서울-강동-2023-00102,
종료(반환),서울-성동-2023-00043,410100012294996
종료(반환),서울-노원-2023-00080,410160011869445
종료(반환),서울-은평-2023-00085,
종료(반환),서울-동작-2023-00063,410097800091692
종료(반환),서울-구로-2023-00060,
종료(반환),서울-도봉-2023-00062,410097800186567
종료(반환),서울-강북-2023-00093,
종료(반환),서울-성북-2023-00064,
종료(반환),서울-용산-2023-00087,
종료(반환),서울-동작-2023-00062,410160020371066
종료(반환),서울-노원-2023-00078,
종료(반환),서울-관악-2023-00109,410160010486019
종료(반환),서울-관악-2023-00108,
종료(반환),서울-영등포-2023-00055,410160010484571
종료(반환),서울-종로-2023-00040,410160010944970
종료(반환),서울-관악-2023-00106,
종료(반환),서울-은평-2023-00078,
종료(반환),서울-은평-2023-00077,410097800031397
종료(반환),서울-은평-2023-00079,
종료(반환),서울-송파-2023-00139,
종료(반환),서울-노원-2023-00077,410160010426883
종료(반환),서울-성북-2023-00062,
종료(반환),서울-강동-2023-00090,
종료(반환),서울-성동-2023-00038,
종료(반환),서울-서대문-2023-00053,410100013069826
종료(반환),서울-강남-2023-00062,
종료(반환),서울-관악-2023-00102,410160011865510
종료(반환),서울-관악-2023-00101,410160010479514
종료(반환),서울-강서-2023-00095,
종료(반환),서울-용산-2023-00081,
종료(반환),서울-강동-2023-00086,410100012756465
종료(반환),서울-송파-2023-00138,410097800103902
종료(반환),서울-중랑-2023-00096,
종료(반환),서울-은평-2023-00074,
종료(반환),서울-송파-2023-00137,
종료(반환),서울-강남-2023-00060,
종료(반환),서울-동작-2023-00061,410160010937350
종료(반환),서울-강서-2023-00093,
종료(반환),서울-성북-2023-00060,410100008057736
종료(반환),서울-중랑-2023-00095,
종료(반환),서울-중랑-2023-00092,
종료(반환),서울-강동-2023-00085,410160010943331
종료(반환),서울-강동-2023-00084,410093300001462
종료(반환),서울-서대문-2023-00052,410093300002518
종료(반환),서울-강북-2023-00088,410100012347481
종료(반환),서울-강남-2023-00059,
종료(반환),서울-중랑-2023-00091,
종료(반환),서울-영등포-2023-00051,
종료(반환),서울-은평-2023-00073,
종료(반환),서울-용산-2023-00079,
종료(반환),서울-금천-2023-00068,410093300027752
종료(반환),서울-도봉-2023-00052,
종료(반환),서울-성북-2023-00057,410160010933270
종료(반환),서울-마포-2023-00084,410100004108822
종료(반환),서울-금천-2023-00067,410097800253318
종료(반환),서울-강서-2023-00089,410100012292633
종료(반환),서울-양천-2023-00069,
종료(반환),서울-양천-2023-00068,
종료(반환),서울-은평-2023-00067,410100012297567
종료(반환),서울-강남-2023-00058,410097800342088
종료(반환),서울-관악-2023-00092,
종료(반환),서울-구로-2023-00056,
종료(반환),서울-양천-2023-00066,410160010961826
종료(반환),서울-노원-2023-00070,
종료(반환),서울-노원-2023-00067,
종료(반환),서울-노원-2023-00068,
종료(반환),서울-은평-2023-00069,
종료(반환),서울-구로-2023-00051,
종료(반환),서울-양천-2023-00065,
종료(반환),서울-중랑-2023-00087,410100004096665
종료(반환),서울-중랑-2023-00086,
종료(반환),서울-용산-2023-00075,410160020153691
종료(반환),서울-강동-2023-00083,
종료(반환),서울-용산-2023-00074,410097800451633
종료(반환),서울-송파-2023-00134,
종료(반환),서울-구로-2023-00050,410093300022652
종료(반환),서울-관악-2023-00090,410100008245416
종료(반환),서울-관악-2023-00089,
종료(반환),서울-서대문-2023-00046,410093300034432
종료(반환),서울-종로-2023-00033,
종료(반환),서울-노원-2023-00065,
종료(반환),서울-강동-2023-00081,410100012354779
종료(반환),서울-서대문-2023-00043,
종료(반환),서울-광진-2023-00049,
종료(반환),서울-강남-2023-00055,
종료(반환),서울-강북-2023-00071,
종료(반환),서울-강북-2023-00069,
종료(반환),서울-성북-2023-00053,
종료(반환),서울-양천-2023-00058,
종료(반환),서울-강서-2023-00081,
종료(반환),서울-강북-2023-00068,
종료(반환),서울-영등포-2023-00044,410097800292807
종료(반환),서울-영등포-2023-00043,410160010481890
종료(반환),서울-성북-2023-00052,410097800375661
종료(반환),서울-강동-2023-00074,410160011876773
종료(반환),서울-중구-2023-00032,410097800454911
종료(반환),서울-구로-2023-00043,410160011876014
종료(반환),서울-강북-2023-00066,410093300033314
종료(반환),서울-중랑-2023-00075,
종료(반환),서울-용산-2023-00067,410100008003370
종료(반환),서울-강남-2023-00051,
종료(반환),서울-강서-2023-00079,
종료(반환),서울-양천-2023-00056,410100008046746
종료(반환),서울-광진-2023-00046,
종료(반환),서울-강동-2023-00073,
종료(반환),서울-마포-2023-00070,
종료(반환),서울-노원-2023-00056,410160020313603
종료(반환),서울-송파-2023-00117,
종료(반환),서울-강동-2023-00072,410097800234685
종료(반환),서울-강동-2023-00071,
종료(반환),서울-강남-2023-00048,
종료(반환),서울-중구-2023-00031,
종료(반환),서울-용산-2023-00072,
종료(반환),서울-도봉-2023-00049,410093300022956
종료(반환),서울-서초-2023-00040,410100012459977
종료(반환),서울-도봉-2023-00047,410160010968956
종료(반환),서울-구로-2023-00041,410100004042850
종료(반환),서울-강북-2023-00061,
종료(반환),서울-중구-2023-00027,410097800461328
종료(반환),서울-영등포-2023-00042,410100008202735
종료(반환),서울-서대문-2023-00032,
종료(반환),서울-종로-2023-00030,410100012302397
종료(반환),서울-도봉-2023-00046,
종료(반환),서울-중구-2023-00026,
종료(반환),서울-용산-2023-00063,
종료(반환),서울-중랑-2023-00064,
종료(반환),서울-양천-2023-00052,410097800195610
종료(반환),서울-송파-2023-00114,
종료(반환),서울-서대문-2023-00031,
종료(반환),서울-성북-2023-00050,
종료(반환),서울-중랑-2023-00059,
종료(반환),서울-구로-2023-00035,
종료(반환),서울-강북-2023-00055,410100012812400
종료(반환),서울-강북-2023-00054,
종료(반환),서울-용산-2023-00061,
종료(반환),서울-도봉-2023-00041,
종료(반환),서울-강동-2023-00064,410160011867777
종료(반환),서울-관악-2023-00076,41010000.825498
종료(반환),서울-노원-2023-00054,
종료(반환),서울-동작-2023-00046,
종료(반환),서울-마포-2023-00064,410097800312472
종료(반환),서울-노원-2023-00053,
종료(반환),서울-노원-2023-00051,
