상태,공고번호,등록번호
종료(반환),서울-동작-2024-00065,
종료(반환),서울-노원-2024-00043,
종료(반환),서울-금천-2024-00047,
종료(반환),서울-구로-2024-00041,
종료(반환),서울-은평-2024-00092,
종료(반환),서울-동작-2024-00061,
종료(반환),서울-중구-2024-00015,410097800297857
종료(반환),서울-양천-2024-00051,
종료(반환),서울-은평-2024-00090,
종료(반환),서울-강동-2024-00050,
종료(반환),서울-서대문-2024-00042,
종료(반환),서울-동대문-2024-00071,
종료(반환),서울-종로-2024-00059,
종료(반환),서울-강동-2024-00049,
종료(반환),서울-강서-2024-00066,
종료(반환),서울-성동-2024-00030,410100008021759
종료(반환),서울-관악-2024-00091,410097800523873
종료(반환),서울-용산-2024-00065,410100008198578
종료(반환),서울-강남-2024-00022,410097800251488
종료(반환),서울-금천-2024-00045,410160011870818
종료(반환),서울-도봉-2024-00050,
종료(반환),서울-중랑-2024-00050,
종료(반환),서울-서초-2024-00030,410097800249312
종료(반환),서울-서초-2024-00031,410097800435645
종료(반환),서울-양천-2024-00046,410097800474207
종료(반환),서울-동대문-2024-00070,410097800456891
종료(반환),서울-동대문-2024-00069,
종료(반환),서울-종로-2024-00058,
종료(반환),서울-용산-2024-00061,410160011861625
종료(반환),서울-중랑-2024-00045,
종료(반환),서울-구로-2024-00035,
종료(반환),서울-노원-2024-00038,
종료(반환),서울-용산-2024-00060,410160010780578
종료(반환),서울-금천-2024-00044,
종료(반환),서울-양천-2024-00045,
종료(반환),서울-강북-2024-00058,
종료(반환),서울-중랑-2024-00046,
종료(반환),서울-양천-2024-00044,
종료(반환),서울-노원-2024-00036,410100008016585
종료(반환),서울-도봉-2024-00046,410100012834053
종료(반환),서울-강북-2024-00057,410100011203968
종료(반환),서울-성북-2024-00057,410100012851768
종료(반환),서울-동대문-2024-00062,
종료(반환),서울-중랑-2024-00044,410160011869101
종료(반환),서울-중랑-2024-00043,
종료(반환),서울-강서-2024-00062,
종료(반환),서울-강서-2024-00061,410160011862163
종료(반환),서울-도봉-2024-00045,
종료(반환),서울-종로-2024-00054,
종료(반환),서울-중랑-2024-00042,
종료(반환),서울-용산-2024-00056,
종료(반환),서울-영등포-2024-00025,410160010940756
종료(반환),서울-중랑-2024-00041,
종료(반환),서울-동작-2024-00043,
종료(반환),서울-양천-2024-00043,410100008027024
종료(반환),서울-도봉-2024-00034,410160020314120
종료(반환),서울-강북-2024-00054,410100004135629
종료(반환),서울-강북-2024-00053,
종료(반환),서울-동대문-2024-00060,
종료(반환),서울-관악-2024-00086,410100008281486
종료(반환),서울-영등포-2024-00024,410100008083169
종료(반환),서울-용산-2024-00054,
종료(반환),서울-서초-2024-00027,
종료(반환),서울-관악-2024-00085,
종료(반환),서울-동작-2024-00040,410097800459031
종료(반환),서울-중랑-2024-00040,
종료(반환),서울-마포-2024-00059,
종료(반환),서울-관악-2024-00084,410100008267182
종료(반환),서울-관악-2024-00083,
종료(반환),서울-마포-2024-00052,410093300002520
종료(반환),서울-광진-2024-00027,
종료(반환),서울-양천-2024-00041,
종료(반환),서울-용산-2024-00052,
종료(반환),서울-서대문-2024-00037,
종료(반환),서울-강서-2024-00055,
종료(반환),서울-양천-2024-00040,410097800152248
종료(반환),서울-서초-2024-00023,
종료(반환),서울-송파-2024-00033,
종료(반환),서울-성동-2024-00019,
종료(반환),서울-관악-2024-00079,410097800311358
종료(반환),서울-강북-2024-00047,
종료(반환),서울-중랑-2024-00036,410097800189005
종료(반환),서울-도봉-2024-00031,
종료(반환),서울-은평-2024-00065,410100011215138
종료(반환),서울-영등포-2024-00022,
종료(반환),서울-구로-2024-00030,
종료(반환),서울-도봉-2024-00029,
종료(반환),서울-강북-2024-00046,
종료(반환),서울-강북-2024-00045,410097800488829
종료(반환),서울-광진-2024-00025,
종료(반환),서울-은평-2024-00064,
종료(반환),서울-도봉-2024-00028,410100011203968
종료(반환),서울-동대문-2024-00053,
종료(반환),서울-강동-2024-00035,
종료(반환),서울-동대문-2024-00052,
종료(반환),서울-강남-2024-00019,410100004616463
종료(반환),서울-강서-2024-00053,
종료(반환),서울-중랑-2024-00033,
종료(반환),서울-서대문-2024-00032,
종료(반환),서울-동대문-2024-00051,
종료(반환),서울-광진-2024-00024,
종료(반환),서울-종로-2024-00040,
종료(반환),서울-마포-2024-00045,
종료(반환),서울-용산-2024-00048,
종료(반환),서울-관악-2024-00075,
종료(반환),서울-관악-2024-00074,
종료(반환),서울-양천-2024-00032,
종료(반환),서울-강동-2024-00034,410160011881280
종료(반환),서울-관악-2024-00073,410160010323009
종료(반환),서울-성북-2024-00051,
종료(반환),서울-성북-2024-00049,
종료(반환),서울-송파-2024-00030,
종료(반환),서울-동작-2024-00030,
종료(반환),서울-노원-2024-00026,410100007061008
종료(반환),서울-성북-2024-00048,
종료(반환),서울-마포-2024-00043,
종료(반환),서울-광진-2024-00023,410100012292249
종료(반환),서울-용산-2024-00046,410160011879074
종료(반환),서울-관악-2024-00072,410160010971131
종료(반환),서울-마포-2024-00041,
종료(반환),서울-서대문-2024-00030,
종료(반환),서울-서대문-2024-00029,
종료(반환),서울-서대문-2024-00028,
종료(반환),서울-중랑-2024-00031,
종료(반환),서울-동대문-2024-00047,
종료(반환),서울-영등포-2024-00017,410100012337822
종료(반환),서울-은평-2024-00044,
종료(반환),서울-강북-2024-00042,
종료(반환),서울-동대문-2024-00046,
종료(반환),서울-광진-2024-00022,
종료(반환),서울-강북-2024-00041,
종료(반환),서울-관악-2024-00070,
종료(반환),서울-용산-2024-00044,
종료(반환),서울-강남-2024-00016,
종료(반환),서울-용산-2024-00043,
종료(반환),서울-관악-2024-00069,
종료(반환),서울-중랑-2024-00028,
종료(반환),서울-송파-2024-00028,
종료(반환),서울-서대문-2024-00026,
종료(반환),서울-동대문-2024-00044,
종료(반환),서울-구로-2024-00024,410097800466179
종료(반환),서울-성북-2024-00034,410100012871212
종료(반환),서울-중랑-2024-00027,410097800229555
종료(반환),서울-구로-2024-00023,410160010935526
종료(반환),서울-노원-2024-00023,410160010953837
종료(반환),서울-용산-2024-00042,
종료(반환),서울-성동-2024-00014,410160020123101
종료(반환),서울-성북-2024-00033,
종료(반환),서울-양천-2024-00023,410097800057276
종료(반환),서울-서대문-2024-00024,
종료(반환),서울-서대문-2024-00023,
종료(반환),서울-금천-2024-00027,
종료(반환),서울-강서-2024-00041,
종료(반환),서울-강서-2024-00039,
종료(반환),서울-관악-2024-00063,410160010419885
종료(반환),서울-종로-2024-00029,
종료(반환),서울-관악-2024-00062,
종료(반환),서울-관악-2024-00061,410160010763428
종료(반환),서울-은평-2024-00041,
종료(반환),서울-동대문-2024-00021,
종료(반환),서울-용산-2024-00031,
종료(반환),서울-금천-2024-00026,
종료(반환),서울-강서-2024-00038,
종료(반환),서울-도봉-2024-00023,
종료(반환),서울-종로-2024-00028,
종료(반환),서울-강동-2024-00023,
종료(반환),서울-서초-2024-00016,410160010750086
종료(반환),서울-강북-2024-00030,
종료(반환),서울-관악-2024-00057,410100008187179
종료(반환),서울-송파-2024-00024,
종료(반환),서울-관악-2024-00058,410100004041484
종료(반환),서울-구로-2024-00020,
종료(반환),서울-성북-2024-00028,
종료(반환),서울-동대문-2024-00019,
종료(반환),서울-양천-2024-00015,
종료(반환),서울-영등포-2024-00011,410160011663616
종료(반환),서울-노원-2024-00020,
종료(반환),서울-도봉-2024-00022,410160011868609
종료(반환),서울-동작-2024-00022,
종료(반환),서울-관악-2024-00055,
종료(반환),서울-송파-2024-00023,410100004133373
종료(반환),서울-도봉-2024-00021,
종료(반환),서울-동대문-2024-00015,
종료(반환),서울-동대문-2024-00014,410160020120926
종료(반환),서울-광진-2024-00016,
종료(반환),서울-동작-2024-00021,
종료(반환),서울-동작-2024-00020,410100012666804
종료(반환),서울-중랑-2024-00022,410097800229555
종료(반환),서울-구로-2024-00019,410097800453080
종료(반환),서울-노원-2024-00019,
종료(반환),서울-강북-2024-00028,
종료(반환),서울-용산-2024-00026,
종료(반환),서울-관악-2024-00052,410100012837965
종료(반환),서울-은평-2024-00034,
종료(반환),서울-도봉-2024-00020,
종료(반환),서울-강동-2024-00022,
종료(반환),서울-강동-2024-00020,410100004052722
종료(반환),서울-송파-2024-00021,410160010485380
종료(반환),서울-도봉-2024-00019,
종료(반환),서울-성북-2024-00025,410097800291433
종료(반환),서울-성북-2024-00024,410160011873232
종료(반환),서울-관악-2024-00050,
종료(반환),서울-구로-2024-00017,410093300005006
종료(반환),서울-양천-2024-00014,
종료(반환),서울-은평-2024-00032,
종료(반환),서울-은평-2024-00033,410100013248866
종료(반환),서울-마포-2024-00022,410100004034658
종료(반환),서울-강동-2024-00019,410100004146320
종료(반환),서울-동작-2024-00018,
종료(반환),서울-구로-2024-00016,
종료(반환),서울-도봉-2024-00018,410160010938351
종료(반환),서울-관악-2024-00049,
종료(반환),서울-영등포-2024-00009,
종료(반환),서울-서대문-2024-00012,
종료(반환),서울-강북-2024-00026,410160020154731
종료(반환),서울-광진-2024-00015,
종료(반환),서울-강남-2024-00015,410100004037723
종료(반환),서울-송파-2024-00020,410160010950583
종료(반환),서울-용산-2024-00024,
종료(반환),서울-중구-2024-00006,
종료(반환),서울-관악-2024-00048,410160020258639
종료(반환),서울-구로-2024-00014,410100012240837
종료(반환),서울-중랑-2024-00021,
종료(반환),서울-금천-2024-00016,410097800105263
종료(반환),서울-성북-2024-00014,
종료(반환),서울-도봉-2024-00017,
종료(반환),서울-강남-2024-00012,
종료(반환),서울-성북-2024-00013,
종료(반환),서울-송파-2024-00019,
종료(반환),서울-강북-2024-00021,410160010950449
종료(반환),서울-송파-2024-00018,
종료(반환),서울-서초-2024-00007,
종료(반환),서울-양천-2024-00011,
종료(반환),서울-동대문-2024-00011,410160010352798
종료(반환),서울-강북-2024-00020,
종료(반환),서울-광진-2024-00012,
종료(반환),서울-송파-2024-00017,
종료(반환),서울-도봉-2024-00015,
종료(반환),서울-중랑-2024-00017,
종료(반환),서울-마포-2024-00019,
종료(반환),서울-은평-2024-00026,
종료(반환),서울-용산-2024-00021,
종료(반환),서울-구로-2024-00011,
종료(반환),서울-강동-2024-00015,410097800121490
종료(반환),서울-관악-2024-00043,410160020258639
종료(반환),서울-동작-2024-00012,410160010964791
종료(반환),서울-송파-2024-00016,410160020194579
종료(반환),서울-성북-2024-00011,
종료(반환),서울-중랑-2024-00015,
종료(반환),서울-동대문-2024-00009,410097800517100
종료(반환),서울-송파-2024-00015,410100012485564
종료(반환),서울-은평-2024-00021,
종료(반환),서울-관악-2024-00038,
종료(반환),서울-강남-2024-00009,
종료(반환),서울-용산-2024-00019,410097800086929
종료(반환),서울-노원-2024-00011,410160011869445
종료(반환),서울-관악-2024-00037,410100012481138
종료(반환),서울-관악-2024-00040,
종료(반환),서울-구로-2024-00008,410160012802663
종료(반환),서울-강북-2024-00012,410160010412474
종료(반환),서울-중랑-2024-00013,
종료(반환),서울-구로-2024-00007,
종료(반환),서울-금천-2024-00006,410160020258639
종료(반환),서울-강북-2024-00011,410100012831620
종료(반환),서울-종로-2024-00013,410160010973025
종료(반환),서울-양천-2024-00007,410160010972708
종료(반환),서울-용산-2024-00018,
종료(반환),서울-강북-2024-00010,410160011869640
종료(반환),서울-성동-2024-00012,
종료(반환),서울-용산-2024-00015,
종료(반환),서울-마포-2024-00016,410097800524153
종료(반환),서울-광진-2024-00010,410160010970639
종료(반환),서울-광진-2024-00009,410160010970632
종료(반환),서울-광진-2024-00008,410160010332483
종료(반환),서울-용산-2024-00014,410097800086929
종료(반환),서울-강남-2024-00008,
종료(반환),서울-성동-2024-00011,410097800394959
종료(반환),서울-중랑-2024-00009,
종료(반환),서울-용산-2024-00013,
종료(반환),서울-양천-2024-00006,
종료(반환),서울-강동-2024-00011,
종료(반환),서울-용산-2024-00012,410100012661927
종료(반환),서울-관악-2024-00031,
종료(반환),서울-강서-2024-00019,
종료(반환),서울-강북-2024-00008,
종료(반환),서울-강서-2024-00018,
종료(반환),서울-강서-2024-00017,
종료(반환),서울-강서-2024-00016,
종료(반환),서울-강남-2024-00007,410100012328777
종료(반환),서울-성북-2024-00010,
종료(반환),서울-영등포-2024-00008,410097800524222
종료(반환),서울-중랑-2024-00007,410100012464235
종료(반환),서울-금천-2024-00005,
종료(반환),서울-은평-2024-00015,
종료(반환),서울-마포-2024-00015,410097800467136
종료(반환),서울-성북-2024-00009,
종료(반환),서울-성동-2024-00009,410160020112275
종료(반환),서울-용산-2024-00009,410160011867123
종료(반환),서울-용산-2024-00008,
종료(반환),서울-용산-2024-00006,
종료(반환),서울-강동-2024-00008,410160010935775
종료(반환),서울-노원-2024-00007,
종료(반환),서울-성북-2024-00008,410160010935345
종료(반환),서울-양천-2024-00004,
종료(반환),서울-도봉-2024-00012,
종료(반환),서울-노원-2024-00005,
종료(반환),서울-관악-2024-00028,
종료(반환),서울-중랑-2024-00006,
종료(반환),서울-용산-2024-00005,
종료(반환),서울-마포-2024-00013,410160011861625
종료(반환),서울-동작-2024-00006,
종료(반환),서울-강남-2024-00004,
종료(반환),서울-마포-2024-00012,410160010427321
종료(반환),서울-금천-2024-00003,
종료(반환),서울-강서-2024-00014,
종료(반환),서울-성동-2024-00006,
종료(반환),서울-강동-2024-00007,
종료(반환),서울-중구-2024-00004,
종료(반환),서울-동대문-2024-00004,
종료(반환),서울-종로-2024-00006,
종료(반환),서울-강북-2024-00004,
종료(반환),서울-성북-2024-00006,
종료(반환),서울-강동-2024-00005,
종료(반환),서울-도봉-2024-00008,
종료(반환),서울-중랑-2024-00003,
종료(반환),서울-강서-2024-00010,
종료(반환),서울-강서-2024-00008,410093300006103
종료(반환),서울-도봉-2024-00007,
종료(반환),서울-강북-2024-00002,410160010483960
종료(반환),서울-서초-2024-00005,410097800489636
종료(반환),서울-용산-2024-00002,
종료(반환),서울-용산-2024-00001,
종료(반환),서울-송파-2024-00008,
종료(반환),서울-영등포-2024-00007,
종료(반환),서울-영등포-2024-00005,410100012815968
종료(반환),서울-서대문-2024-00005,
종료(반환),서울-마포-2024-00004,
종료(반환),서울-마포-2024-00003,
종료(반환),서울-광진-2024-00003,
종료(반환),서울-은평-2024-00005,
종료(반환),서울-송파-2024-00002,
종료(반환),서울-광진-2024-00002,
종료(반환),서울-중구-2024-00001,410093300022018
종료(반환),서울-강동-2024-00001,
종료(반환),서울-서초-2024-00001,410100012847978
종료(반환),서울-도봉-2024-00001,
종료(반환),서울-중랑-2024-00001,
종료(반환),서울-영등포-2023-00147,
종료(반환),서울-금천-2023-00160,
종료(반환),서울-영등포-2024-00002,
종료(반환),서울-용산-2023-00240,410097800357085
종료(반환),서울-양천-2023-00227,410093300000905
종료(반환),서울-은평-2024-00001,
종료(반환),서울-강남-2023-00157,410100004086559
종료(반환),서울-노원-2023-00189,410097800115772
종료(반환),서울-송파-2023-00265,
종료(반환),서울-구로-2023-00188,
종료(반환),서울-광진-2023-00172,
종료(반환),서울-서초-2023-00205,
종료(반환),서울-강동-2023-00268,
종료(반환),서울-광진-2023-00171,410160010934456
종료(반환),서울-동작-2023-00203,
종료(반환),서울-구로-2023-00187,
종료(반환),서울-종로-2023-00155,
종료(반환),서울-중구-2023-00099,
종료(반환),서울-종로-2023-00154,
종료(반환),서울-관악-2023-00294,
종료(반환),서울-동작-2023-00202,
종료(반환),서울-양천-2023-00225,
종료(반환),서울-관악-2023-00287,
종료(반환),서울-중랑-2023-00216,410160011867885
종료(반환),서울-동대문-2023-00209,410097800107904
종료(반환),서울-중랑-2023-00213,
종료(반환),서울-강서-2023-00237,
종료(반환),서울-강동-2023-00259,410160010952790
종료(반환),서울-관악-2023-00285,
종료(반환),서울-광진-2023-00163,410160010946500
종료(반환),서울-송파-2023-00263,410160020196353
종료(반환),서울-금천-2023-00159,
종료(반환),서울-양천-2023-00224,
종료(반환),서울-은평-2023-00234,410160010413920
종료(반환),서울-동대문-2023-00207,
종료(반환),서울-성동-2023-00172,410100012825722
종료(반환),서울-동작-2023-00201,
종료(반환),서울-구로-2023-00182,
종료(반환),서울-영등포-2023-00139,
종료(반환),서울-강서-2023-00236,
종료(반환),서울-강남-2023-00154,410160010981371
종료(반환),서울-도봉-2023-00177,410160011868576
종료(반환),서울-도봉-2023-00176,410160011868575
종료(반환),서울-도봉-2023-00175,410093300036811
종료(반환),서울-강남-2023-00153,
종료(반환),서울-영등포-2023-00138,410097800348590
종료(반환),서울-동대문-2023-00203,
종료(반환),서울-강동-2023-00257,
종료(반환),서울-강남-2023-00152,
종료(반환),서울-관악-2023-00274,410160010478913
종료(반환),서울-금천-2023-00158,
종료(반환),서울-중랑-2023-00208,410100004103856
종료(반환),서울-영등포-2023-00136,
종료(반환),서울-서대문-2023-00136,410100011215719
종료(반환),서울-강북-2023-00234,410093300032096
종료(반환),서울-마포-2023-00331,
종료(반환),서울-강남-2023-00149,410100012462784
종료(반환),서울-도봉-2023-00171,410097800262621
종료(반환),서울-성북-2023-00181,
종료(반환),서울-노원-2023-00181,410160010611367
종료(반환),서울-구로-2023-00180,
종료(반환),서울-은평-2023-00227,
종료(반환),서울-노원-2023-00182,410160020124481
종료(반환),서울-종로-2023-00147,
종료(반환),서울-강남-2023-00148,
종료(반환),서울-은평-2023-00226,410160011881091
종료(반환),서울-노원-2023-00179,
종료(반환),서울-마포-2023-00328,410097800257506
종료(반환),서울-용산-2023-00238,
종료(반환),서울-용산-2023-00237,410160020364735
종료(반환),서울-서초-2023-00195,
종료(반환),서울-강북-2023-00233,
종료(반환),서울-동작-2023-00196,
종료(반환),서울-강서-2023-00230,410090060040915
종료(반환),서울-노원-2023-00178,
종료(반환),서울-강동-2023-00251,
종료(반환),서울-강동-2023-00250,
종료(반환),서울-강동-2023-00249,410160011867777
종료(반환),서울-양천-2023-00223,410100004064735
종료(반환),서울-중구-2023-00097,410097800102951
종료(반환),서울-양천-2023-00220,
종료(반환),서울-동작-2023-00195,
종료(반환),서울-성동-2023-00166,410100008289146
종료(반환),서울-종로-2023-00145,900115000089608
종료(반환),서울-중랑-2023-00204,
종료(반환),서울-강남-2023-00144,
종료(반환),서울-서대문-2023-00134,
종료(반환),서울-노원-2023-00176,
종료(반환),서울-영등포-2023-00133,
종료(반환),서울-강서-2023-00226,
종료(반환),서울-강서-2023-00225,410160010422193
종료(반환),서울-중랑-2023-00203,410160011871621
종료(반환),서울-중구-2023-00096,410160010369780
종료(반환),서울-마포-2023-00323,41097800082124
종료(반환),서울-금천-2023-00154,410097800380732
종료(반환),서울-은평-2023-00209,
종료(반환),서울-노원-2023-00175,
종료(반환),서울-영등포-2023-00132,
종료(반환),서울-강서-2023-00223,
종료(반환),서울-성동-2023-00158,
종료(반환),서울-성동-2023-00156,
종료(반환),서울-강동-2023-00246,
종료(반환),서울-동대문-2023-00199,410160010368840
종료(반환),서울-중랑-2023-00202,
종료(반환),서울-강북-2023-00226,410093300021192
종료(반환),서울-강북-2023-00225,410097800259230
종료(반환),서울-종로-2023-00144,410100011203524
종료(반환),서울-관악-2023-00266,
종료(반환),서울-강북-2023-00222,
종료(반환),서울-노원-2023-00172,
종료(반환),서울-종로-2023-00142,
종료(반환),서울-금천-2023-00152,
종료(반환),서울-동대문-2023-00196,
종료(반환),서울-용산-2023-00230,410097800056631
종료(반환),서울-서대문-2023-00130,410097800465104
종료(반환),서울-은평-2023-00206,
종료(반환),서울-성북-2023-00175,410160010961786
종료(반환),서울-용산-2023-00229,
종료(반환),서울-중구-2023-00094,410160012807038
종료(반환),서울-강동-2023-00242,
종료(반환),서울-동작-2023-00191,
종료(반환),서울-동작-2023-00190,410093300025959
종료(반환),서울-양천-2023-00215,
종료(반환),서울-마포-2023-00315,
종료(반환),서울-서초-2023-00191,
종료(반환),서울-서초-2023-00190,
종료(반환),서울-강서-2023-00222,
종료(반환),서울-강남-2023-00141,
종료(반환),서울-동작-2023-00189,
종료(반환),서울-강서-2023-00221,
종료(반환),서울-성동-2023-00141,410160010307383
종료(반환),서울-동대문-2023-00193,
종료(반환),서울-종로-2023-00136,410097800256462
종료(반환),서울-강북-2023-00215,410097800844789
종료(반환),서울-중랑-2023-00197,
종료(반환),서울-강남-2023-00139,
종료(반환),서울-강남-2023-00138,410160010476330
종료(반환),서울-구로-2023-00172,
종료(반환),서울-서초-2023-00188,410100012459977
종료(반환),서울-용산-2023-00228,
종료(반환),서울-은평-2023-00202,
종료(반환),서울-노원-2023-00168,410160020125412
종료(반환),서울-마포-2023-00310,410100012850597
종료(반환),서울-용산-2023-00227,
종료(반환),서울-관악-2023-00257,
종료(반환),서울-강서-2023-00219,900111881917532
종료(반환),서울-성북-2023-00172,
종료(반환),서울-관악-2023-00256,410160010763428
종료(반환),서울-동대문-2023-00188,
종료(반환),서울-영등포-2023-00128,
종료(반환),서울-강서-2023-00217,
종료(반환),서울-금천-2023-00147,
종료(반환),서울-구로-2023-00168,410160010953494
종료(반환),서울-도봉-2023-00165,
종료(반환),서울-강북-2023-00202,
종료(반환),서울-강북-2023-00201,
종료(반환),서울-중랑-2023-00193,410160010962471
종료(반환),서울-중랑-2023-00192,
종료(반환),서울-중랑-2023-00191,
종료(반환),서울-동대문-2023-00186,410097800117972
종료(반환),서울-용산-2023-00223,
종료(반환),서울-강동-2023-00232,
종료(반환),서울-강동-2023-00231,
종료(반환),서울-용산-2023-00225,410097800115507
종료(반환),서울-용산-2023-00224,410097800329482
종료(반환),서울-도봉-2023-00163,
종료(반환),서울-송파-2023-00245,
종료(반환),서울-성북-2023-00168,
종료(반환),서울-종로-2023-00132,410160010973295
종료(반환),서울-용산-2023-00220,
종료(반환),서울-은평-2023-00193,
종료(반환),서울-은평-2023-00192,
종료(반환),서울-마포-2023-00297,
종료(반환),서울-서대문-2023-00124,
종료(반환),서울-용산-2023-00217,
종료(반환),서울-동대문-2023-00179,
종료(반환),서울-용산-2023-00216,
종료(반환),서울-구로-2023-00165,410100012487879
종료(반환),서울-양천-2023-00202,410100008174154
종료(반환),서울-동대문-2023-00180,
종료(반환),서울-용산-2023-00215,410160010941271
종료(반환),서울-은평-2023-00191,
종료(반환),서울-서초-2023-00176,
종료(반환),서울-중구-2023-00092,410097800187848
종료(반환),서울-용산-2023-00221,410097800261591
종료(반환),서울-금천-2023-00146,410100012767099
종료(반환),서울-서대문-2023-00123,410160010952038
종료(반환),서울-도봉-2023-00161,
종료(반환),서울-성북-2023-00166,410097800250730
종료(반환),서울-송파-2023-00242,
종료(반환),서울-강남-2023-00130,
종료(반환),서울-마포-2023-00292,
종료(반환),서울-도봉-2023-00158,410100008290167
종료(반환),서울-성북-2023-00160,
종료(반환),서울-용산-2023-00214,
종료(반환),서울-강남-2023-00126,
종료(반환),서울-종로-2023-00130,410100012300664
종료(반환),서울-강동-2023-00221,410160010944155
종료(반환),서울-관악-2023-00243,410100012347481
종료(반환),서울-강동-2023-00225,
종료(반환),서울-관악-2023-00242,
종료(반환),서울-영등포-2023-00122,
종료(반환),서울-강북-2023-00186,410097800344009
종료(반환),서울-마포-2023-00288,410093300015096
종료(반환),서울-은평-2023-00183,
종료(반환),서울-성북-2023-00157,
종료(반환),서울-성북-2023-00156,
종료(반환),서울-용산-2023-00211,
종료(반환),서울-노원-2023-00162,410160011880911
종료(반환),서울-종로-2023-00128,
종료(반환),서울-강북-2023-00184,
종료(반환),서울-구로-2023-00159,
종료(반환),서울-종로-2023-00127,
종료(반환),서울-종로-2023-00126,410100012300664
종료(반환),서울-용산-2023-00209,
종료(반환),서울-강남-2023-00125,
종료(반환),서울-노원-2023-00161,410100010020518
종료(반환),서울-중랑-2023-00186,410160010940504
종료(반환),서울-강북-2023-00180,410160010949220
종료(반환),서울-성북-2023-00153,
종료(반환),서울-광진-2023-00145,
종료(반환),서울-강동-2023-00213,
종료(반환),서울-양천-2023-00195,
종료(반환),서울-송파-2023-00237,
종료(반환),서울-서초-2023-00170,
종료(반환),서울-양천-2023-00194,
종료(반환),서울-강동-2023-00211,410100012306863
종료(반환),서울-마포-2023-00277,
종료(반환),서울-노원-2023-00151,410160020125699
종료(반환),서울-강북-2023-00176,
종료(반환),서울-구로-2023-00157,410100008124098
종료(반환),서울-금천-2023-00145,410100004067544
종료(반환),서울-성북-2023-00147,
종료(반환),서울-광진-2023-00142,
종료(반환),서울-관악-2023-00238,410100013064058
종료(반환),서울-마포-2023-00271,
종료(반환),서울-강북-2023-00174,410097800292615
종료(반환),서울-중랑-2023-00183,
종료(반환),서울-영등포-2023-00119,
종료(반환),서울-강서-2023-00205,
종료(반환),서울-강서-2023-00204,
종료(반환),서울-성동-2023-00129,
종료(반환),서울-강남-2023-00123,
종료(반환),서울-강북-2023-00173,
종료(반환),서울-종로-2023-00119,410100008070965
종료(반환),서울-강동-2023-00210,
종료(반환),서울-동작-2023-00169,
종료(반환),서울-금천-2023-00142,
종료(반환),서울-광진-2023-00138,
종료(반환),서울-용산-2023-00203,410160010936379
종료(반환),서울-용산-2023-00204,410097800088118
종료(반환),서울-광진-2023-00136,
종료(반환),서울-관악-2023-00234,
종료(반환),서울-구로-2023-00154,
종료(반환),서울-성북-2023-00143,
종료(반환),서울-용산-2023-00199,410097800086117
종료(반환),서울-관악-2023-00232,
종료(반환),서울-광진-2023-00132,410097800377732
종료(반환),서울-용산-2023-00202,
종료(반환),서울-용산-2023-00200,410097800085322
종료(반환),서울-강서-2023-00199,410100012807695
종료(반환),서울-마포-2023-00267,410093300042105
종료(반환),서울-강북-2023-00170,
종료(반환),서울-광진-2023-00135,
종료(반환),서울-강서-2023-00198,410160010250804
종료(반환),서울-구로-2023-00152,410160010956478
종료(반환),서울-도봉-2023-00147,
종료(반환),서울-용산-2023-00197,
종료(반환),서울-동작-2023-00151,
종료(반환),서울-동대문-2023-00165,410097800137881
종료(반환),서울-광진-2023-00131,410100008251963
종료(반환),서울-양천-2023-00166,
종료(반환),서울-용산-2023-00196,
종료(반환),서울-서대문-2023-00117,
종료(반환),서울-노원-2023-00146,
종료(반환),서울-영등포-2023-00118,410097800466163
종료(반환),서울-관악-2023-00229,410160010941040
종료(반환),서울-성동-2023-00125,
종료(반환),서울-강남-2023-00118,410097800233821
종료(반환),서울-강남-2023-00117,
종료(반환),서울-강북-2023-00158,
종료(반환),서울-광진-2023-00128,
종료(반환),서울-성동-2023-00124,
종료(반환),서울-관악-2023-00226,410100012465438
종료(반환),서울-관악-2023-00225,410100012465436
종료(반환),서울-강남-2023-00120,
종료(반환),서울-강남-2023-00119,
종료(반환),서울-강서-2023-00196,
종료(반환),서울-관악-2023-00224,
종료(반환),서울-광진-2023-00127,
종료(반환),서울-성동-2023-00123,
종료(반환),서울-용산-2023-00192,
종료(반환),서울-동작-2023-00146,
종료(반환),서울-영등포-2023-00110,410100012841930
종료(반환),서울-구로-2023-00151,
종료(반환),서울-서대문-2023-00113,
종료(반환),서울-도봉-2023-00142,410160011868576
종료(반환),서울-도봉-2023-00141,410160011868757
종료(반환),서울-관악-2023-00222,
종료(반환),서울-도봉-2023-00140,410160011863661
종료(반환),서울-용산-2023-00190,
종료(반환),서울-용산-2023-00189,
종료(반환),서울-영등포-2023-00109,
종료(반환),서울-금천-2023-00139,
종료(반환),서울-금천-2023-00138,410160010990128
종료(반환),서울-구로-2023-00146,
종료(반환),서울-용산-2023-00188,
종료(반환),서울-종로-2023-00113,410160010974663
종료(반환),서울-구로-2023-00144,410160010932864
종료(반환),서울-강북-2023-00156,
종료(반환),서울-관악-2023-00221,410160020271702
종료(반환),서울-강서-2023-00194,
종료(반환),서울-용산-2023-00191,
종료(반환),서울-용산-2023-00187,
종료(반환),서울-강동-2023-00203,
종료(반환),서울-강남-2023-00115,410097800299066
종료(반환),서울-용산-2023-00182,
종료(반환),서울-영등포-2023-00107,410100011218818
종료(반환),서울-서대문-2023-00110,410093300011374
종료(반환),서울-강남-2023-00114,410093300036565
